"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","ARO","V17","V18","V19","V20","V21","V22","ARG.class","gene","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.276_006_166.ERMX",2,787,"+","(MLS)erm(46)","2-787/813","========/======","2/2",96.56,82.47,"argannot","NG_054941:1-813","(MLS)erm(46)",NA,"ARO:3004596","erm(46)","Perfect","ARO:0000006,ARO:0000017,ARO:0000026,ARO:0000065,ARO:3000158","erythromycin,lincosamide antibiotic,streptogramin antibiotic,clarithromycin,azithromycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic","MLS","erm(46)","ABRicate-ARGANNOT",82.47,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.276_065_408.YTMP",2,792,"+","(AGly)apH-Stph","11-801/801","========/======","2/2",98.63,80.56,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",80.56,"ARO:3000153","APH(9)","aph"
"GMGC10.276_391_664.TETA",1,1151,"+","(Tet)tet(H)","1-1151/1203","===============","0/0",95.68,99.83,"argannot","NG_048195:101-1303","(Tet)tet(H)",NA,"ARO:3000175","tet(H)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tet(H)","ABRicate-ARGANNOT",99.83,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.277_575_260.FOLA",1,475,"+","(Tmt)dfrC","1-475/486","===============","0/0",97.74,80,"argannot","Z48233:337-822","(Tmt)dfrC",NA,"ARO:3002865","dfrC","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","Tmt","dfrC","ABRicate-ARGANNOT",80,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.277_590_715.FOSB",34,453,"+","(Fcyn)FosB6","1-420/420","===============","0/0",100,100,"argannot","KR870314:1-420","(Fcyn)FosB6",NA,"ARO:3004673","FosB6","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","Fcyn","FosB6","ABRicate-ARGANNOT",100,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.277_651_153.KNT",67,837,"+","(AGly)aadD","1-771/771","===============","0/0",100,99.74,"argannot","AF181950:3176-3946","(AGly)aadD",NA,"ARO:3002623","ANT(4')-Ia","Strict","ARO:0000007,ARO:0000013,ARO:0000052,ARO:3000652","dibekacin,amikacin,tobramycin,isepamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aadD","ABRicate-ARGANNOT",99.74,"ARO:3000229","ANT(4')","ant"
"GMGC10.277_655_262.UNKNOWN",1,477,"+","(AGly)aadC","1-477/477","========/======","2/2",99.79,81.59,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",81.59,"ARO:3000225","ANT(6)","ant"
"GMGC10.277_655_690.FOLA",1,486,"+","(Tmt)dfrC","1-486/486","========/======","2/2",99.79,81.11,"argannot","Z48233:337-822","(Tmt)dfrC",NA,"ARO:3002865","dfrC","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","Tmt","dfrC","ABRicate-ARGANNOT",81.11,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.277_656_907.YTMP",1,801,"+","(AGly)apH-Stph","1-801/801","===============","0/0",100,99.75,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",99.75,"ARO:3000153","APH(9)","aph"
"GMGC10.277_673_285.SBLA",1,1183,"+","(Phe)dha1","1-1183/1188","========/======","2/2",99.49,86.4,"argannot","BA000018:2517801-2518988","(Phe)dha1",NA,"ARO:3002703","cmx","Loose","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","dha1","ABRicate-ARGANNOT",86.4,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.277_674_886.UNKNOWN",28,561,"+","(AGly)aadB","1-534/534","===============","0/0",100,98.88,"argannot","JQ690540:4275-4808","(AGly)aadB",NA,"ARO:3000230","ANT(2'')-Ia","Perfect","ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3007382","dibekacin,sisomicin,kanamycin A,tobramycin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aadB","ABRicate-ARGANNOT",98.88,"ARO:3004276","ANT(2'')","ant"
"GMGC10.277_754_646.MEXF",1,3121,"+","(Flq)OqxBgb","1-3121/3153","========/======","10/14",98.76,82.32,"argannot","EU370913:47851-51003","(Flq)OqxBgb",NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxBgb","ABRicate-ARGANNOT",82.32,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.277_770_052.YTMP",3,795,"+","(AGly)apH-Stph","9-801/801","===============","0/0",99,83.73,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",83.73,"ARO:3000153","APH(9)","aph"
"GMGC10.278_122_922.UNKNOWN",2,477,"+","(AGly)aadC","2-477/477","===============","0/0",99.79,82.77,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",82.77,"ARO:3000225","ANT(6)","ant"
"GMGC10.278_145_945.TETA",1,1440,"+","(Tet)TetAB","103-1542/1542",".==============","0/0",93.39,87.15,"argannot","NG_051437:101-1642","(Tet)TetAB",NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","TetAB","ABRicate-ARGANNOT",87.15,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.278_159_278.YTMP",49,849,"+","(AGly)apH-Stph","1-801/801","===============","0/0",100,83.02,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",83.02,"ARO:3000153","APH(9)","aph"
"GMGC10.278_164_489.UNKNOWN",34,480,"+","(AGly)aadC","31-477/477","===============","0/0",93.71,85.23,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",85.23,"ARO:3000225","ANT(6)","ant"
"GMGC10.278_410_708.UNKNOWN",1,477,"+","(AGly)aadC","1-477/477","===============","0/0",100,87.42,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",87.42,"ARO:3000225","ANT(6)","ant"
"GMGC10.278_454_352.AADA",1,789,"+","(AGly)ant(3'')-IIc","1-789/789","===============","0/0",100,84.79,"argannot","NG_054654:101-889","(AGly)ant(3'')-IIc",NA,"ARO:3004091","ANT(3'')-IIc","Perfect","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","ant(3'')-IIc","ABRicate-ARGANNOT",84.79,"ARO:3004275","ANT(3'')","ant"
"GMGC10.278_585_352.CPHA",22,741,"+","(Bla)blaCGB-1","1-729/729","========/======","1/9",98.77,84.36,"argannot","EF672680:1-729","(Bla)blaCGB-1",NA,"ARO:3000841","CGB-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaCGB-1","ABRicate-ARGANNOT",84.36,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.278_614_059.UNKNOWN",1,927,"+","(Bla)blaPER-1","1-927/927","===============","0/0",100,96.66,"argannot","EF535600:1-927","(Bla)blaPER-1",NA,"ARO:3002363","PER-1","Perfect","ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008","monobactam,carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaPER-1","ABRicate-ARGANNOT",96.66,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.278_638_032.YBXI",1,822,"+","(Bla)blaOXA-821","1-822/822","===============","0/0",100,98.78,"argannot","NG_064779:1-822","(Bla)blaOXA-821",NA,"ARO:3006019","OXA-821","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-821","ABRicate-ARGANNOT",98.78,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.278_639_402.CPHA",1,708,"+","(Bla)blaEBR-1","1-708/708","===============","0/0",100,96.33,"argannot","AF416700:57-764","(Bla)blaEBR-1",NA,"ARO:3000842","EBR-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaEBR-1","ABRicate-ARGANNOT",96.33,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.278_673_425.AMPC",93,1158,"+","(Bla)cepH","78-1143/1149",".==============","0/0",92.78,82.08,"argannot","AJ276030:2638-3816","(Bla)cepH",NA,"ARO:3008390","MOX-22","Strict","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","cepH","ABRicate-ARGANNOT",82.08,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.278_864_384.TETA",1,1542,"+","(Tet)TetAB","1-1542/1542","===============","0/0",100,91.76,"argannot","NG_051437:101-1642","(Tet)TetAB",NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","TetAB","ABRicate-ARGANNOT",91.76,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.278_948_160.BLA",358,1197,"+","(Bla)blaZ","8-846/846","========/======","1/1",99.17,98.33,"argannot","AB245469:2235-3080","(Bla)blaZ",NA,"ARO:3008823","PC1","Strict","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","Bla","blaZ","ABRicate-ARGANNOT",98.33,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.278_948_501.UNKNOWN",1,476,"+","(AGly)aadC","1-476/477","========/======","2/2",99.58,81.13,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",81.13,"ARO:3000225","ANT(6)","ant"
"GMGC10.278_953_301.UNKNOWN",1,486,"+","(MLS)lin(A)","1-486/486","===============","0/0",100,92.59,"argannot","M14039:413-898","(MLS)lin(A)",NA,"ARO:3002835","lnuA","Perfect","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","MLS","lin(A)","ABRicate-ARGANNOT",92.59,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.278_993_548.YTMP",49,837,"+","(AGly)apH-Stph","1-789/801","===============","0/0",98.5,83.27,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",83.27,"ARO:3000153","APH(9)","aph"
"GMGC10.278_997_502.TETA",1,1440,"+","(Tet)TetAB","103-1542/1542",".==============","0/0",93.39,87.57,"argannot","NG_051437:101-1642","(Tet)TetAB",NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","TetAB","ABRicate-ARGANNOT",87.57,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.279_027_193.YTMP",130,879,"+","(AGly)apH-Stph","1-750/801","===============","0/0",93.63,82.4,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",82.4,"ARO:3000153","APH(9)","aph"
"GMGC10.279_029_435.BLAI",76,384,"+","(Bla)blaI","73-381/381","..=============","0/0",81.1,94.82,"argannot","NG_047499:101-481","(Bla)blaI",NA,"ARO:3000124","mecI","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaI","ABRicate-ARGANNOT",94.82,"ARO:3000100","gene modulating beta-lactam resistance","beta-lactam modulation resistance"
"GMGC10.279_114_663.ERMA",1,738,"+","(MLS)erm(45)","1-738/738","===============","0/0",100,99.86,"argannot","NG_047788:101-838","(MLS)erm(45)",NA,"ARO:3004595","erm(45)","Perfect","ARO:0000006,ARO:0000066,ARO:3000583","erythromycin,clindamycin,pristinamycin IA","ARO:0000000,ARO:0000017,ARO:0000026","macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic","MLS","erm(45)","ABRicate-ARGANNOT",99.86,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.279_166_519.UNKNOWN",1,476,"+","(AGly)aadC","1-476/477","========/======","2/2",99.58,94.76,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",94.76,"ARO:3000225","ANT(6)","ant"
"GMGC10.279_216_352.TETA",1,1194,"+","(Tet)tet(33)","31-1224/1224","===============","0/0",97.55,99,"argannot","AJ420072:22940-24163","(Tet)tet(33)",NA,"ARO:3000478","tet(33)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tet(33)","ABRicate-ARGANNOT",99,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.279_272_480.UNKNOWN",16,839,"+","(Bla)blaOXA-243a","1-823/828","========/======","3/3",99.28,81.45,"argannot","JX206446:1-828","(Bla)blaOXA-243a",NA,"ARO:3001610","OXA-243","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","Bla","blaOXA-243a","ABRicate-ARGANNOT",81.45,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.279_318_691.AACC",1,783,"+","(AGly)aac3-IId","67-849/861",".=======/======","2/2",90.82,87.75,"argannot","EU022314:1-861","(AGly)aac3-IId",NA,"ARO:3004623","AAC(3)-IId","Perfect","ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007378,ARO:3007382","dibekacin,sisomicin,netilmicin,tobramycin,6'-N-ethylnetilmicin,2'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac3-IId","ABRicate-ARGANNOT",87.75,"ARO:3000322","AAC(3)","aac"
"GMGC10.279_895_699.UNKNOWN",1,439,"+","(AGly)aadB","1-439/534","=============..","0/0",82.21,100,"argannot","JQ690540:4275-4808","(AGly)aadB",NA,"ARO:3000230","ANT(2'')-Ia","Perfect","ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3007382","dibekacin,sisomicin,kanamycin A,tobramycin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aadB","ABRicate-ARGANNOT",100,"ARO:3004276","ANT(2'')","ant"
"GMGC10.280_047_644.BLT",2,1227,"+","(Tet)tet(42)","2-1227/1287","========/======","6/10",94.87,83.35,"argannot","EU523697:687-1973","(Tet)tet(42)",NA,"ARO:3000572","tet(42)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tet(42)","ABRicate-ARGANNOT",83.35,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.280_229_188.YBXI",1,828,"+","(Bla)blaOXA-72","1-828/828","===============","0/0",100,100,"argannot","AY739646:1-828","(Bla)blaOXA-72",NA,"ARO:3001705","OXA-72","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-72","ABRicate-ARGANNOT",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.280_252_649.AMPH",52,1098,"+","(Bla)ampH","79-1125/1161",".==============","0/0",90.18,81.66,"argannot","CP003785:4208384-4209544","(Bla)ampH",NA,"ARO:3002149","DHA-18","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","ampH","ABRicate-ARGANNOT",81.66,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.280_258_973.MEXF",1,3152,"+","(Flq)OqxBgb","1-3152/3153","===============","0/0",99.97,87.25,"argannot","EU370913:47851-51003","(Flq)OqxBgb",NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxBgb","ABRicate-ARGANNOT",87.25,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.280_265_554.AMPH",1,1152,"+","(Bla)blaADC-2","1-1152/1152","===============","0/0",100,98.78,"argannot","NG_048644:101-1252","(Bla)blaADC-2",NA,"ARO:3003848","ADC-2","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","blaADC-2","ABRicate-ARGANNOT",98.78,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.280_267_698.RV0906",1,1018,"+","(Bla)BlaA1","1-1018/1020","===============","0/0",99.8,93.22,"argannot","NC_010410:1803480-1804499","(Bla)BlaA1",NA,"ARO:3000853","AIM-1","Loose","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","BlaA1","ABRicate-ARGANNOT",93.22,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.280_274_007.STRB",1,813,"+","(AGly)sph-I","1-813/813","===============","0/0",100,89.3,"argannot","HQ424461:18-830","(AGly)sph-I",NA,"ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","AGly","sph-I","ABRicate-ARGANNOT",89.3,"ARO:3000151","APH(6)","aph"
"GMGC10.280_279_072.FOSB",181,606,"+","(Fcyn)FosA2","1-426/426","===============","0/0",100,92.49,"argannot","EU487198:217-642","(Fcyn)FosA2",NA,"ARO:3002804","FosA2","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","Fcyn","FosA2","ABRicate-ARGANNOT",92.49,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.280_336_641.MBL1",45,819,"+","(Bla)blaL1","54-825/873","========/======","5/7",88.2,82.24,"argannot","NG_047517:101-973","(Bla)blaL1",NA,"ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","blaL1","ABRicate-ARGANNOT",82.24,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.280_360_225.UNKNOWN",10,638,"+","(MLS)vat(D)","1-628/630","========/======","1/1",99.68,95.71,"argannot","L12033:162-791","(MLS)vat(D)",NA,"ARO:3002843","vatD","Strict","ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674","virginiamycin M1,madumycin II,griseoviridin,dalfopristin","ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","MLS","vat(D)","ABRicate-ARGANNOT",95.71,"ARO:3000233","streptogramin inactivation enzyme","vat"
"GMGC10.280_372_996.AACA7",1,462,"+","(AGly)aac6-Iz","1-462/462","===============","0/0",100,89.83,"argannot","AF140221:390-851","(AGly)aac6-Iz",NA,"ARO:3002570","AAC(6')-Iz","Strict","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac6-Iz","ABRicate-ARGANNOT",89.83,"ARO:3000345","AAC(6')","aac"
