"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","drug","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.285_073_477.AMPC",1,1146,"+","blaACT-6_1","1-1146/1146","========/======","2/2",99.91,84.31,"resfinder","FJ237366","blaACT-6","","ARO:3001825","ACT-6","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",84.31,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.285_083_805.YBXI",1,801,"+","blaOXA-363_1","1-801/831","===============","0/0",96.39,94.38,"resfinder","KF460533","blaOXA-363","","ARO:3001550","OXA-363","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",94.38,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.285_100_799.MEXE",103,1278,"+","OqxA_1","1-1176/1176","===============","0/0",100,85.2,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",85.2,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_100_800.MEXF",1,3153,"+","OqxB_1","1-3153/3153","===============","0/0",100,86.46,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",86.46,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_104_732.ERMA",334,1068,"+","erm(C)_12","1-735/735","===============","0/0",100,99.73,"resfinder","Y09003","erm(C)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3000250","ErmC","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-ResFinder",99.73,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.285_108_548.MEXF",1,3129,"+","OqxB_1","1-3129/3153","========/======","5/10",99.08,81.49,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",81.49,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_117_324.MEXF",1,3125,"+","OqxB_1","1-3125/3153","===============","0/0",99.11,89.54,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",89.54,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_152_998.STRB",1,813,"+","aph(3')-IIc_1","1-813/813","===============","0/0",100,89.67,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",89.67,"ARO:3000151","APH(6)","aph"
"GMGC10.285_155_849.MEXF",1,3153,"+","OqxB_1","1-3153/3153","===============","0/0",100,89.25,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",89.25,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_196_866.UNKNOWN",1,495,"+","lnu(D)_1","1-495/495","===============","0/0",100,84.24,"resfinder","EF452177","lnu(D)","Lincomycin","ARO:3002838","lnuD","Perfect","ARO:0000046,ARO:0000066","lincomycin,clindamycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","ABRicate-ResFinder",84.24,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.285_231_587.CMR",31,1220,"+","mdf(A)_1","31-1220/1233","===============","0/0",96.51,80.42,"resfinder","Y08743","mdf(A)","","ARO:3001328","","","","","","","ABRicate-ResFinder",80.42,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.285_235_206.FOSB",1,416,"+","fosB1_1","1-416/417","===============","0/0",99.76,87.02,"resfinder","CP001903","fosB1","Fosfomycin","ARO:3007372","FosBx1","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",87.02,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.285_267_542.MEXE",91,1266,"+","OqxA_1","1-1176/1176","===============","0/0",100,86.05,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",86.05,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_324_522.STRB",1,813,"+","aph(3')-IIc_1","1-813/813","===============","0/0",100,93.11,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",93.11,"ARO:3000151","APH(6)","aph"
"GMGC10.285_333_971.AACA7",12,449,"+","aac(6')-Iz_1","12-449/462","===============","0/0",94.81,82.65,"resfinder","AF140221","aac(6')-Iz","Amikacin;Tobramycin","ARO:3002570","AAC(6')-Iz","Strict","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",82.65,"ARO:3000345","AAC(6')","aac"
"GMGC10.285_336_188.STRB",1,813,"+","aph(3')-IIc_1","1-813/813","========/======","2/2",99.88,88.7,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",88.7,"ARO:3000151","APH(6)","aph"
"GMGC10.285_337_384.STRB",1,813,"+","aph(3')-IIc_1","1-813/813","========/======","2/4",99.75,84.42,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",84.42,"ARO:3000151","APH(6)","aph"
"GMGC10.285_350_159.YBXI",1,831,"+","blaOXA-229_1","1-831/831","===============","0/0",100,99.76,"resfinder","JQ422052","blaOXA-229","Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid","ARO:3001692","OXA-229","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",99.76,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.285_393_080.MEXF",1,3120,"+","OqxB_1","1-3120/3153","===============","0/0",98.95,88.75,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",88.75,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_393_081.MEXE",1,1176,"+","OqxA_1","1-1176/1176","===============","0/0",100,86.82,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",86.82,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_434_515.AADA",64,861,"+","aadA7_1","1-798/798","===============","0/0",100,99.62,"resfinder","AF224733","aadA7","Streptomycin","ARO:3002607","aadA7","Strict","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",99.62,"ARO:3004275","ANT(3'')","ant"
"GMGC10.285_458_565.MEXE",1,1176,"+","OqxA_1","1-1176/1176","===============","0/0",100,86.48,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",86.48,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_460_453.UNKNOWN",1,474,"+","lnu(D)_1","22-495/495","===============","0/0",95.76,81.65,"resfinder","EF452177","lnu(D)","Lincomycin","ARO:3002838","lnuD","Perfect","ARO:0000046,ARO:0000066","lincomycin,clindamycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","ABRicate-ResFinder",81.65,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.285_550_171.MBL1",56,870,"+","blaL1_3","56-870/870","========/======","4/4",93.45,85.07,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",85.07,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_591_863.MEXE",1,1176,"+","OqxA_1","1-1176/1176","===============","0/0",100,86.14,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",86.14,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_591_864.MEXF",1,3152,"+","OqxB_1","1-3152/3153","===============","0/0",99.97,88.33,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",88.33,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_598_865.MEXE",1,1176,"+","OqxA_1","1-1176/1176","===============","0/0",100,87.33,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",87.33,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_612_034.MEXF",1,3120,"+","OqxB_1","1-3120/3153","===============","0/0",98.95,88.85,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",88.85,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_696_578.STRB",1,807,"+","aph(3')-IIc_1","1-807/813","===============","0/0",99.26,88.97,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",88.97,"ARO:3000151","APH(6)","aph"
"GMGC10.285_696_671.MBL1",61,873,"+","blaL1_3","58-870/870","========/======","2/2",93.33,87.84,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",87.84,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_736_091.CAT",1,654,"+","cat_1","1-654/654","========/======","2/2",99.85,97.71,"resfinder","M11587","cat","Chloramphenicol","ARO:3004657","catA4","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",97.71,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.285_756_952.MBL1",1,864,"+","blaPAM-1_1","1-864/864","========/======","2/4",99.77,91.57,"resfinder","AB858498","blaPAM-1","","ARO:3007199","PAM-1","Perfect","ARO:0000020,ARO:0000032,ARO:0000060,ARO:3000640","carbapenem,cephalosporin,ceftazidime,doripenem","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",91.57,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_803_634.BLA",1,861,"+","blaLEN19_1","1-861/861","===============","0/0",100,93.73,"resfinder","AM850909","blaLEN19","","ARO:3002466","LEN-19","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",93.73,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.285_859_021.UNKNOWN",19,1184,"+","mef(A)_1","16-1181/1218","========/======","2/2",95.65,80.72,"resfinder","AJ971089","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",80.72,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.285_895_257.CMR",31,1220,"+","mdf(A)_1","31-1220/1233","========/======","2/2",96.43,80.52,"resfinder","Y08743","mdf(A)","","ARO:3001328","","","","","","","ABRicate-ResFinder",80.52,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.285_916_162.MBL1",1,870,"+","blaL1_3","1-870/870","===============","0/0",100,99.89,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",99.89,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_919_762.MBL1",60,873,"+","blaL1_3","57-870/870","========/======","2/2",93.45,87.61,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",87.61,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_937_834.MBL1",112,924,"+","blaL1_3","58-870/870","========/======","2/2",93.33,89.19,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",89.19,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_952_747.AMPC",1,1172,"+","blaOCH-5_1","1-1172/1173","========/======","2/2",99.83,90.45,"resfinder","AJ295343","blaOCH-5","","ARO:3002518","OCH-5","Perfect","ARO:0000004,ARO:0000032,ARO:3000008","monobactam,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",90.45,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.286_011_596.MEXF",1,3123,"+","OqxB_1","1-3123/3153","===============","0/0",99.05,81.72,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",81.72,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_015_765.MEXF",1,3153,"+","OqxB_1","1-3153/3153","===============","0/0",100,88.42,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",88.42,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_016_970.STRB",1,806,"+","aph(3')-IIc_1","1-806/813","===============","0/0",99.14,93.18,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",93.18,"ARO:3000151","APH(6)","aph"
"GMGC10.286_035_519.AMPH",1,1152,"+","blaADC-25_1","1-1152/1152","===============","0/0",100,87.15,"resfinder","EF016355","blaADC-25","","ARO:3003868","ADC-25","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",87.15,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.286_063_285.MEXF",1,3116,"+","OqxB_1","1-3116/3153","========/======","2/2",98.79,82.13,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",82.13,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_088_391.MBL1",1,821,"+","POM-1_1","1-821/821","===============","0/0",100,98.66,"resfinder","GU002295","POM-1","","ARO:3006974","POM-1","Strict","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",98.66,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_089_082.UNKNOWN",19,1236,"+","mef(A)_1","1-1218/1218","========/======","2/2",99.92,86.55,"resfinder","AJ971089","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",86.55,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.286_120_686.UNKNOWN",1,429,"+","dfrA15_1","46-474/474",".==============","0/0",90.51,99.77,"resfinder","AF156486","dfrA15","Trimethoprim","ARO:3004640","dfrA15b","Strict","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ABRicate-ResFinder",99.77,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.286_146_987.UNKNOWN",1,1164,"+","tet(41)_1","13-1176/1182","===============","0/0",98.48,92.95,"resfinder","AY264780","tet(41)","Doxycycline;Tetracycline","ARO:3000569","tet(41)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",92.95,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.286_170_490.BLA",1,981,"+","blaSGM-7_1","1-981/981","===============","0/0",100,96.13,"resfinder","NG050614","blaSGM-7","","ARO:3006993","SGM-7","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",96.13,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.286_239_054.TETA",1,1173,"+","tet(57)_1","1-1179/1197","========/======","2/6",97.99,84.56,"resfinder","KP137702","tet(57)","Tetracycline","ARO:3005006","tet(57)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",84.56,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.286_244_589.MDT(A)",1,1218,"+","mef(A)_1","1-1218/1218","===============","0/0",100,95.81,"resfinder","AJ971089","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",95.81,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.286_271_533.MBL1",61,855,"+","blaL1_3","58-852/870","========/======","2/2",91.26,89.82,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",89.82,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
