"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","ARG.class","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.286_690_914.CUTR",1,659,"+","vanR-O","10-668/702","========/======","3/4",93.59,81.54,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",81.54,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.286_786_708.MBL1",6,731,"+","blaL1","129-854/873","..======/======","2/2",83.05,83.08,"ncbi","NG_047506.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",83.08,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_788_619.STRB",1,783,"+","aph(6)-Smalt","31-813/813","========/======","2/2",96.19,85.33,"ncbi","NG_047427.1","APH(6) family putative aminoglycoside O-phosphotransferase","AMINOGLYCOSIDE","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-NCBI",85.33,"ARO:3000151","APH(6)","aph"
"GMGC10.286_801_021.CUTR",1,652,"+","vanR-O","10-661/702","===============","0/0",92.88,81.14,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",81.14,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.286_807_703.YBXI",1,702,"+","blaOXA-646","1-702/840","=============..","0/0",83.57,94.3,"ncbi","NG_065432.1","OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-646","BETA-LACTAM","ARO:3005339","OXA-646","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",94.3,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.286_817_207.BLT",1,1234,"+","tet(42)","1-1234/1287","===============","0/0",95.88,89.63,"ncbi","NG_048143.1","tetracycline efflux MFS transporter Tet(42)","TETRACYCLINE","ARO:3000572","tet(42)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-NCBI",89.63,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.286_830_739.MBL1",60,879,"+","blaL1","54-873/873","========/======","2/4",93.7,82.36,"ncbi","NG_047506.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",82.36,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_832_608.FOSB",11,419,"+","fosA8","11-419/426","===============","0/0",96.01,86.31,"ncbi","NG_066545.1","fosfomycin resistance glutathione transferase FosA8","FOSFOMYCIN","ARO:3007371","FosA8","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-NCBI",86.31,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.286_863_691.MEXF",1,3121,"+","oqxB4","1-3121/3153","========/======","2/2",98.95,83.95,"ncbi","NG_050453.1","multidrug efflux RND transporter permease subunit OqxB4","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",83.95,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_884_926.MEXF",1,3121,"+","oqxB17","1-3121/3153","===============","0/0",98.99,83.11,"ncbi","NG_050435.1","multidrug efflux RND transporter permease subunit OqxB17","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",83.11,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_909_147.RLMN",1,1005,"+","cfr-Cb","31-1035/1035","===============","0/0",97.1,87.16,"ncbi","NG_055643.1","Cfr family 23S rRNA (adenine(2503)-C(8))-methyltransferase","LINCOSAMIDE;MACROLIDE;STREPTOGRAMIN","ARO:3004146","cfrC","Perfect","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000385,ARO:3000461","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,chloramphenicol,florfenicol","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000387,ARO:3000387","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,phenicol antibiotic,phenicol antibiotic","ABRicate-NCBI",87.16,"ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"GMGC10.286_932_428.AADA",4,779,"+","ant(9)-Ia","1-776/783","===============","0/0",99.11,84.41,"ncbi","NG_047397.1","aminoglycoside nucleotidyltransferase ANT(9)-Ia","SPECTINOMYCIN","ARO:3002630","ANT(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-NCBI",84.41,"ARO:3000228","ANT(9)","ant"
"GMGC10.286_951_277.BLT",1,1064,"+","tet(42)","1-1064/1287","=============..","0/0",82.67,82.99,"ncbi","NG_048143.1","tetracycline efflux MFS transporter Tet(42)","TETRACYCLINE","ARO:3000572","tet(42)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-NCBI",82.99,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.287_003_463.CAT",1,624,"+","catB1","1-624/630","===============","0/0",99.05,86.7,"ncbi","NG_047600.1","type B-1 chloramphenicol O-acetyltransferase CatB1","CHLORAMPHENICOL","ARO:3004451","Agrobacterium fabrum chloramphenicol acetyltransferase","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-NCBI",86.7,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.287_026_904.CPHA",22,792,"+","BcII","1-771/771","===============","0/0",100,93.52,"ncbi","NG_055630.1","BcII family subclass B1 metallo-beta-lactamase","CARBAPENEM","ARO:3002878","BcII","Strict","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",93.52,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.287_066_243.RLMN",11,1042,"+","cfr(B)","5-1036/1050","===============","0/0",98.29,86.34,"ncbi","NG_065840.1","23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(B)","LINCOSAMIDE;MACROLIDE;STREPTOGRAMIN","ARO:3004649","cfr(B)","Perfect","ARO:0000026,ARO:0000066,ARO:0000072,ARO:3000385","streptogramin antibiotic,clindamycin,linezolid,chloramphenicol","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000387","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,phenicol antibiotic","ABRicate-NCBI",86.34,"ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"GMGC10.287_089_108.MEXE",91,1266,"+","oqxA10","1-1176/1176","===============","0/0",100,86.48,"ncbi","NG_050418.1","multidrug efflux RND transporter periplasmic adaptor subunit OqxA10","PHENICOL;QUINOLONE","ARO:3003922","oqxA","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",86.48,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.287_163_756.MEXF",1,3113,"+","oqxB9","1-3113/3153","========/======","4/4",98.67,80.22,"ncbi","NG_050458.1","multidrug efflux RND transporter permease subunit OqxB9","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",80.22,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.287_168_602.RLMN",155,1190,"+","cfr(B)","5-1040/1050","===============","0/0",98.67,80.12,"ncbi","NG_050395.1","23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(B)","LINCOSAMIDE;MACROLIDE;STREPTOGRAMIN","ARO:3004649","cfr(B)","Perfect","ARO:0000026,ARO:0000066,ARO:0000072,ARO:3000385","streptogramin antibiotic,clindamycin,linezolid,chloramphenicol","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000387","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,phenicol antibiotic","ABRicate-NCBI",80.12,"ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"GMGC10.287_174_179.CPHA",55,734,"+","blaSLB-1","1-686/750","========/=====.","4/8",90.53,80.64,"ncbi","NG_047545.1","SHW family subclass B1 metallo-beta-lactamase SLB-1","BETA-LACTAM","ARO:3003556","SLB-1","Perfect","ARO:0000032,ARO:3000008","cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",80.64,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.287_233_309.FOSB",1,399,"+","fosK","1-399/399","===============","0/0",100,100,"ncbi","NG_047898.1","fosfomycin resistance glutathione transferase FosK","FOSFOMYCIN","ARO:3003207","FosK","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-NCBI",100,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.287_292_964.MEXF",1,3113,"+","oqxB9","1-3113/3153","========/======","9/14",98.51,80.99,"ncbi","NG_050458.1","multidrug efflux RND transporter permease subunit OqxB9","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",80.99,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.287_326_296.DIMT1",1,801,"+","erm(35)","1-801/801","===============","0/0",100,95.13,"ncbi","NG_047778.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(35)","MACROLIDE","ARO:3000604","Erm(35)","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-NCBI",95.13,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.287_707_989.UNKNOWN",229,714,"+","lnu(A)","1-486/486","===============","0/0",100,97.74,"ncbi","NG_047915.1","lincosamide nucleotidyltransferase Lnu(A)","LINCOSAMIDE","ARO:3002835","lnuA","Strict","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","ABRicate-NCBI",97.74,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.287_713_933.COPY",1,375,"+","blaI_of_Z","1-375/381","===============","0/0",98.43,98.13,"ncbi","NG_047499.1","penicillinase repressor BlaI","BETA-LACTAM","ARO:3000124","mecI","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",98.13,"ARO:3000100","gene modulating beta-lactam resistance","beta-lactam modulation resistance"
"GMGC10.287_777_552.BLA",1,861,"+","blaTEM-181","1-861/861","===============","0/0",100,92.92,"ncbi","NG_050218.1","class A beta-lactamase TEM-181","BETA-LACTAM","ARO:3001044","TEM-181","Perfect","ARO:0000004,ARO:0000032,ARO:0000060,ARO:3000008,ARO:3000637","monobactam,cephalosporin,ceftazidime,penicillin beta-lactam,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",92.92,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.287_784_090.BLA",1,861,"+","blaTEM-116","1-861/861","===============","0/0",100,87.69,"ncbi","NG_050162.1","class A broad-spectrum beta-lactamase TEM-116","BETA-LACTAM","ARO:3000979","","","","","","","ABRicate-NCBI",87.69,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.287_955_449.DDL",1,1032,"+","vanD","1-1032/1032","===============","0/0",100,99.32,"ncbi","NG_048363.1","D-alanine--(R)-lactate ligase VanD","VANCOMYCIN","ARO:3000005","vanD","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",99.32,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.287_988_545.UNKNOWN",28,708,"+","vanR-D","1-681/699","===============","0/0",97.42,91.19,"ncbi","NG_048409.1","VanD-type vancomycin resistance DNA-binding response regulator VanR","VANCOMYCIN","ARO:3002923","","","","","","","ABRicate-NCBI",91.19,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.288_072_026.TETP",1,1920,"+","tet(32)","1-1920/1920","===============","0/0",100,94.06,"ncbi","NG_048126.1","tetracycline resistance ribosomal protection protein Tet(32)","TETRACYCLINE","ARO:3000196","tet(32)","Perfect","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",94.06,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.289_577_808.OXA",1,840,"+","blaOXA-574","1-840/840","===============","0/0",100,100,"ncbi","NG_056183.1","OXA-22 family class D beta-lactamase OXA-574","BETA-LACTAM","ARO:3005795","OXA-574","Perfect","ARO:0000032,ARO:0000056,ARO:3000008","cephalosporin,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.289_617_274.YBXI",1,816,"+","blaOXA-573","1-816/816","===============","0/0",100,100,"ncbi","NG_056182.1","OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-573","CARBAPENEM","ARO:3005325","OXA-573","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.290_797_067.MBL1",1,879,"+","blaBJP","1-879/885","===============","0/0",99.32,86.12,"ncbi","NG_055769.1","BJP family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000856","BJP-1","Strict","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",86.12,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.290_798_299.UNKNOWN",1,867,"+","cfxA3","100-966/966",".==============","0/0",89.75,93.66,"ncbi","NG_047641.1","class A extended-spectrum beta-lactamase CfxA3","BETA-LACTAM","ARO:3003003","","","","","","","ABRicate-NCBI",93.66,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.290_807_736.STRB",43,765,"+","aph(6)-Smalt","1-723/813","==============.","0/0",88.93,90.59,"ncbi","NG_047427.1","APH(6) family putative aminoglycoside O-phosphotransferase","AMINOGLYCOSIDE","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-NCBI",90.59,"ARO:3000151","APH(6)","aph"
"GMGC10.290_895_450.FOSB",67,478,"+","fosA_gen","1-412/420","===============","0/0",98.1,82.28,"ncbi","NG_047881.1","FosA family fosfomycin resistance glutathione transferase","FOSFOMYCIN","ARO:3007371","FosA8","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-NCBI",82.28,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.290_959_513.LSA",16,1494,"+","lsa(C)","1-1479/1479","===============","0/0",100,91.35,"ncbi","NG_047934.1","ABC-F type ribosomal protection protein Lsa(C)","LINCOSAMIDE;STREPTOGRAMIN","ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-NCBI",91.35,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.291_014_335.UNKNOWN",52,249,"+","crpP","1-198/198","===============","0/0",100,98.99,"ncbi","NG_062203.1","ciprofloxacin resistance protein CrpP","FLUOROQUINOLONE","ARO:3008590","","","","","","","ABRicate-NCBI",98.99,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.291_070_435.ERMA",184,915,"+","erm(A)","1-732/732","===============","0/0",100,100,"ncbi","NG_047790.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)","MACROLIDE","ARO:3000347","ErmA","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-NCBI",100,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
