"Protein.id","query","Start","Stop","Strand","Element.symbol","Element.name","Scope","Type","Subtype","ARG.class","ARG.subclass","Method","Target.length","Reference.sequence.length","X..Coverage.of.reference","X..Identity.to.reference","Alignment.length","Closest.reference.accession","Closest.reference.name","HMM.accession","HMM.description","ARO","ARO_name","Cut_Off","confers_resistance_to","confers_resistance_to_names","resistance_to_drug_classes","resistance_to_drug_classes_names","pipeline","id","parent","parent_description","geneclass_argcompare"
NA,"GMGC10.277_796_441.UNKNOWN",25,282,"+","lnu(AN2)","lincosamide nucleotidyltransferase Lnu(AN2)","core","AMR","AMR","LINCOSAMIDE","LINCOSAMIDE","PARTIALX",86,170,50.59,100,86,"WP_004308783.1","lincosamide nucleotidyltransferase Lnu(AN2)",NA,NA,"ARO:3002835","lnuA","Loose","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","AMRFinderPlus-nt",100,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
NA,"GMGC10.277_839_987.AMPC",1,1188,"+","blaRSC1","RSC1 family class C beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","BLASTX",396,396,100,90.91,396,"WP_128268282.1","class C beta-lactamase RSC1-1",NA,NA,"ARO:3009041","RSC1-1","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",90.91,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.278_086_921.EMRE",4,315,"+","qacG","quaternary ammonium compound efflux SMR transporter QacG","core","STRESS","BIOCIDE","QUATERNARY AMMONIUM","QUATERNARY AMMONIUM","BLASTX",104,107,97.2,99.04,104,"WP_015740450.1","quaternary ammonium compound efflux SMR transporter QacG",NA,NA,"ARO:3007015","qacG","Perfect","ARO:3003823","benzalkonium chloride","ARO:3005386","disinfecting agents and antiseptics","AMRFinderPlus-nt",99.04,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.278_116_956.ERMX",67,489,"+","erm(X)","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)","core","AMR","AMR","LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN","AZITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/LINCOMYCIN/STREPTOGRAMIN B/TYLOSIN","PARTIAL_CONTIG_ENDX",141,253,55.73,94.33,141,"WP_011116967.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)",NA,NA,"ARO:3000596","ErmX","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",94.33,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
NA,"GMGC10.278_145_945.TETA",1,1437,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",479,513,93.37,91.02,479,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",91.02,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.278_411_981.CUTR",1,375,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",125,231,54.11,94.4,125,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",94.4,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.278_447_734.EMRE",1,330,"+","qac","SMR family small multidrug resistance efflux protein","core","STRESS","BIOCIDE","QUATERNARY AMMONIUM","QUATERNARY AMMONIUM","BLASTX",110,110,100,90.91,110,"BAF80121.1","multidrug efflux SMR transporter SsmE",NA,NA,"ARO:3007015","qacG","Strict","ARO:3003823","benzalkonium chloride","ARO:3005386","disinfecting agents and antiseptics","AMRFinderPlus-nt",90.91,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.278_454_352.AADA",1,786,"+","ant(3'')-IIc","aminoglycoside nucleotidyltransferase ANT(3'')-IIc","core","AMR","AMR","AMINOGLYCOSIDE","SPECTINOMYCIN/STREPTOMYCIN","BLASTX",262,262,100,99.62,262,"WP_005001597.1","aminoglycoside nucleotidyltransferase ANT(3'')-IIc",NA,NA,"ARO:3004682","aadA27","Strict","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",99.62,"ARO:3004275","ANT(3'')","ant"
NA,"GMGC10.278_467_481.EMRE",1,231,"+","qacC","quaternary ammonium compound efflux SMR transporter QacC","core","STRESS","BIOCIDE","QUATERNARY AMMONIUM","QUATERNARY AMMONIUM","PARTIALX",77,107,71.96,96.1,77,"WP_001146389.1","quaternary ammonium compound efflux SMR transporter QacC",NA,NA,"ARO:3007014","qacJ","Strict","ARO:3003823","benzalkonium chloride","ARO:3005386","disinfecting agents and antiseptics","AMRFinderPlus-nt",96.1,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.278_503_643.TETB",1,882,"+","tetB","tetracycline efflux ABC transporter TetAB subunit B","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIALX",294,528,55.68,96.6,294,"WP_011116970.1","tetracycline efflux ABC transporter TetAB subunit B",NA,NA,"ARO:3000166","tet(B)","Manual","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",96.6,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.278_512_302.UNKNOWN",16,1152,"+","msr(A)","ABC-F type ribosomal protection protein Msr(A)","core","AMR","AMR","MACROLIDE/STREPTOGRAMIN","ERYTHROMYCIN/STREPTOGRAMIN B","PARTIAL_CONTIG_ENDX",379,488,77.66,100,379,"WP_000438874.1","ABC-F type ribosomal protection protein Msr(A)",NA,NA,"ARO:3000251","msrA","Strict","ARO:0000006,ARO:3000584","erythromycin,quinupristin","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",100,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.278_580_385.OXA",7,798,"+","blaOXA","class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",264,264,100,98.86,264,"WP_231869649.1","carbapenem-hydrolyzing class D beta-lactamase OXA-1041",NA,NA,"ARO:3008460","OXA-1041","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",98.86,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.278_585_352.CPHA",22,738,"+","blaIND","IND family subclass B1 metallo-beta-lactamase","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","BLASTX",239,242,100,92.98,242,"WP_002979282.1","IND family subclass B1 metallo-beta-lactamase CGB-1",NA,NA,"ARO:3000841","CGB-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",92.98,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.278_614_059.UNKNOWN",1,924,"+","blaPER","PER family extended-spectrum class A beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","BLASTX",308,308,100,96.1,308,"WP_001100753.1","inhibitor-resistant extended-spectrum class A beta-lactamase PER-1",NA,NA,"ARO:3002363","PER-1","Perfect","ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008","monobactam,carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",96.1,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.278_638_032.YBXI",1,819,"+","blaOXA-506","OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","ALLELEX",273,273,100,100,273,"WP_032007272.1","OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506",NA,NA,"ARO:3005736","OXA-506","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.278_639_402.CPHA",1,705,"+","blaEBR-3","subclass B1 metallo-beta-lactamase EBR-3","core","AMR","AMR","BETA-LACTAM","CARBAPENEM","ALLELEX",235,235,100,100,235,"WP_150823468.1","subclass B1 metallo-beta-lactamase EBR-3",NA,NA,"ARO:3005461","EBR-3","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
NA,"GMGC10.278_772_252.EMRE",49,261,"+","qacC","quaternary ammonium compound efflux SMR transporter QacC","core","STRESS","BIOCIDE","QUATERNARY AMMONIUM","QUATERNARY AMMONIUM","PARTIALX",71,107,66.36,92.96,71,"WP_001146389.1","quaternary ammonium compound efflux SMR transporter QacC",NA,NA,"ARO:3007014","qacJ","Strict","ARO:3003823","benzalkonium chloride","ARO:3005386","disinfecting agents and antiseptics","AMRFinderPlus-nt",92.96,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.278_843_485.FOSB",1,390,"+","fosB","FosB family fosfomycin resistance bacillithiol transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","BLASTX",130,142,91.55,96.15,130,"WP_002437790.1","FosB family fosfomycin resistance bacillithiol transferase",NA,NA,"ARO:3007372","FosBx1","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",96.15,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.278_864_384.TETA",1,1539,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",513,513,100,94.35,513,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",94.35,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.278_872_050.UNKNOWN",1,477,"+","mph(C)","Mph(C) family macrolide 2'-phosphotransferase","core","AMR","AMR","MACROLIDE","ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN","PARTIAL_CONTIG_ENDX",159,299,53.18,100,159,"WP_000196697.1","Mph(C) family macrolide 2'-phosphotransferase",NA,NA,"ARO:3000319","mphC","Strict","ARO:0000006,ARO:0000027,ARO:0000057,ARO:0000065,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000867","erythromycin,roxithromycin,telithromycin,clarithromycin,tylosin,spiramycin,azithromycin,dirithromycin,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","AMRFinderPlus-nt",100,"ARO:3000333","macrolide phosphotransferase (MPH)","mph"
NA,"GMGC10.278_879_366.ERMA",19,420,"+","erm(A)","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)","core","AMR","AMR","LINCOSAMIDE/MACROLIDE","AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN","PARTIAL_CONTIG_ENDX",134,243,55.14,100,134,"WP_000810833.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)",NA,NA,"ARO:3005099","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)","Perfect","ARO:0000006,ARO:0000017,ARO:0000026","erythromycin,lincosamide antibiotic,streptogramin antibiotic","ARO:0000000,ARO:0000017,ARO:0000026","macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",100,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
NA,"GMGC10.278_879_652.TETA",16,1161,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIALX",382,513,74.46,98.17,382,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",98.17,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.278_902_367.FOSB",1,255,"+","fosB","FosB family fosfomycin resistance bacillithiol transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","PARTIALX",85,142,59.86,94.12,85,"WP_002437790.1","FosB family fosfomycin resistance bacillithiol transferase",NA,NA,"ARO:3007372","FosBx1","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",94.12,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.278_947_779.FOSB",22,288,"+","fosB","FosB family fosfomycin resistance bacillithiol transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","PARTIALX",89,142,62.68,95.51,89,"WP_002467687.1","FosB family fosfomycin resistance bacillithiol transferase",NA,NA,"ARO:3007372","FosBx1","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",95.51,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.278_948_160.BLA",367,1194,"+","blaZ","penicillin-hydrolyzing class A beta-lactamase BlaZ","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","BLASTX",276,281,98.22,97.83,276,"WP_000733274.1","penicillin-hydrolyzing class A beta-lactamase BlaZ",NA,NA,"ARO:3008823","PC1","Strict","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",97.83,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.278_953_301.UNKNOWN",1,483,"+","lnu(A)","lincosamide nucleotidyltransferase Lnu(A)","core","AMR","AMR","LINCOSAMIDE","LINCOSAMIDE","BLASTX",161,161,100,99.38,161,"WP_011428879.1","lincosamide nucleotidyltransferase Lnu(A)'",NA,NA,"ARO:3002835","lnuA","Strict","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","AMRFinderPlus-nt",99.38,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
NA,"GMGC10.278_966_025.EMRE",1,213,"+","qacC","quaternary ammonium compound efflux SMR transporter QacC","core","STRESS","BIOCIDE","QUATERNARY AMMONIUM","QUATERNARY AMMONIUM","PARTIALX",71,107,66.36,98.59,71,"WP_001146389.1","quaternary ammonium compound efflux SMR transporter QacC",NA,NA,"ARO:3007014","qacJ","Strict","ARO:3003823","benzalkonium chloride","ARO:3005386","disinfecting agents and antiseptics","AMRFinderPlus-nt",98.59,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.278_971_885.TETA",1,1098,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIALX",366,513,71.35,95.9,366,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",95.9,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.278_977_322.EMRE",85,405,"+","qacG","quaternary ammonium compound efflux SMR transporter QacG","core","STRESS","BIOCIDE","QUATERNARY AMMONIUM","QUATERNARY AMMONIUM","BLASTX",107,107,100,91.59,107,"WP_015740450.1","quaternary ammonium compound efflux SMR transporter QacG",NA,NA,"ARO:3007015","qacG","Perfect","ARO:3003823","benzalkonium chloride","ARO:3005386","disinfecting agents and antiseptics","AMRFinderPlus-nt",91.59,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.278_997_502.TETA",1,1437,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",479,513,93.37,90.81,479,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",90.81,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.279_029_435.BLAI",67,381,"+","blaI","penicillinase repressor BlaI","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","PARTIALX",105,126,83.33,94.29,105,"WP_001284656.1","penicillinase repressor BlaI",NA,NA,"ARO:3000124","mecI","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",94.29,"ARO:3000100","gene modulating beta-lactam resistance","beta-lactam modulation resistance"
NA,"GMGC10.279_039_995.BL00799",1,360,"+","fusD","FusD family fusidic acid resistance EF-G-binding protein","core","AMR","AMR","FUSIDIC ACID","FUSIDIC ACID","PARTIALX",120,213,56.34,97.5,120,"WP_011303797.1","FusD family fusidic acid resistance EF-G-binding protein",NA,NA,"ARO:3003731","fusD","Perfect","ARO:3000759","fusidic acid","ARO:3007153","fusidane antibiotic","AMRFinderPlus-nt",97.5,"ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
NA,"GMGC10.279_114_663.ERMA",1,735,"+","erm(45)","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(45)","core","AMR","AMR","LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN","CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN","EXACTX",245,245,100,100,245,"WP_063844522.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(45)",NA,NA,"ARO:3004595","erm(45)","Perfect","ARO:0000006,ARO:0000066,ARO:3000583","erythromycin,clindamycin,pristinamycin IA","ARO:0000000,ARO:0000017,ARO:0000026","macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",100,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
NA,"GMGC10.279_151_919.TETA",1,825,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIALX",275,513,53.61,97.09,275,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",97.09,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
