"gene","Identity","Alignment.Length.Gene.Length","Coverage","Position.in.reference","query","Position.in.contig","Phenotype","Accession.no.","ARO","ARO_name","Cut_Off","confers_resistance_to","confers_resistance_to_names","resistance_to_drug_classes","resistance_to_drug_classes_names","pipeline","id","ARG.class","parent","parent_description","geneclass_argcompare"
"blaACT-6",89.18,"1146/1146",100,"1..1146","GMGC10.266_154_961.AMPC","1..1146","Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid","FJ237366","ARO:3001825","ACT-6","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ResFinder",89.18,"Beta-lactam","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"OqxA",86.92,"1177/1176",99.9149659863946,"1..1176","GMGC10.266_161_929.MEXE","1..1176","Chloramphenicol, Nalidixic acid, Ciprofloxacin, Trimethoprim","EU370913","ARO:3003922","oqxA","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ResFinder",86.92,"Amphenicol, Quinolone, Folate pathway antagonist","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"catP",86.24,"625/624",99.8397435897436,"1..624","GMGC10.266_184_722.CAT","1..624","Chloramphenicol","U15027","ARO:3002686","catP","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",86.24,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",90.32,"537/537",100,"1..537","GMGC10.266_190_490.CAT","88..624","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",90.32,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",89.01,"537/537",100,"1..537","GMGC10.266_366_351.CAT","127..663","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",89.01,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",86.36,"330/537",61.4525139664804,"1..330","GMGC10.266_386_639.CAT","88..417","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",86.36,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",91.43,"537/537",100,"1..537","GMGC10.266_412_674.CAT","1..537","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",91.43,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",91.91,"408/537",75.9776536312849,"1..408","GMGC10.266_459_368.CAT","1..408","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",91.91,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"fosA",97.56,"369/420",87.8571428571429,"1..369","GMGC10.266_480_608.FOSB","1..369","Fosfomycin","ACZD01000244","ARO:3004111","FosA6","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ResFinder",97.56,"Fosfomycin","ARO:3000342","fosfomycin inactivation enzyme","fos"
"catP",83.55,"389/624",62.3397435897436,"1..389","GMGC10.266_519_500.CAT","16..404","Chloramphenicol","U15027","ARO:3002686","catP","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",83.55,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",88.02,"526/537",97.5791433891992,"13..537","GMGC10.266_580_957.CAT","1..525","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",88.02,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"OqxB",98.49,"2120/3153",67.2375515382176,"982..3101","GMGC10.266_583_394.MEXF","1..2120","Chloramphenicol, Nalidixic acid, Ciprofloxacin, Trimethoprim","EU370913","ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ResFinder",98.49,"Amphenicol, Quinolone, Folate pathway antagonist","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"catS",87.55,"530/537",98.6964618249534,"1..530","GMGC10.266_616_328.CAT","1..530","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",87.55,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",88.4,"405/537",75.4189944134078,"1..405","GMGC10.266_631_015.CAT","88..492","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",88.4,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"OqxB",95.86,"3090/3153",98.0019029495718,"1..3090","GMGC10.266_637_285.MEXF","1..3090","Chloramphenicol, Nalidixic acid, Ciprofloxacin, Trimethoprim","EU370913","ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ResFinder",95.86,"Amphenicol, Quinolone, Folate pathway antagonist","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"tet(O/32/O)",93.6,"1922/1920",99.8958333333333,"1..1920","GMGC10.266_733_119.TETP","1..1920","Doxycycline, Tetracycline, Minocycline","NG_048124","ARO:3007119","","","","","","","ResFinder",93.6,"Tetracycline","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"catS",85.87,"538/537",99.8137802607076,"1..537","GMGC10.266_777_410.CAT","88..624","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",85.87,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",94.23,"537/537",100,"1..537","GMGC10.266_782_558.CAT","88..624","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",94.23,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",83.64,"538/537",99.8137802607076,"1..537","GMGC10.266_878_315.CAT","1..537","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",83.64,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",84.54,"537/537",100,"1..537","GMGC10.266_891_724.CAT","1..537","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",84.54,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",88.28,"384/537",71.5083798882682,"1..384","GMGC10.266_934_129.CAT","97..480","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",88.28,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"catS",85.17,"499/537",92.5512104283054,"1..498","GMGC10.266_953_916.CAT","88..585","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",85.17,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"tet(W)",99.43,"1920/1920",100,"1..1920","GMGC10.267_210_670.TETP","76..1995","Doxycycline, Tetracycline, Minocycline","AJ427422","ARO:3000194","tet(W)","Perfect","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ResFinder",99.43,"Tetracycline","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"aph(6)-Id",99.81,"520/837",62.1266427718041,"1..520","GMGC10.267_365_127.STRB","1..520","Streptomycin","AF024602","ARO:3002660","APH(6)-Id","Perfect","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ResFinder",99.81,"Aminoglycoside","ARO:3000151","APH(6)","aph"
"tetB(46)",90.61,"1288/1737",74.0356937248129,"316..1602","GMGC10.267_418_761.YHEH","1..1287","Doxycycline, Tetracycline, Tigecycline","HQ652506","ARO:3004033","tetB(46)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ResFinder",90.61,"Tetracycline","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"penA",84.46,"1184/1746",67.4112256586483,"568..1746","GMGC10.267_436_436.FTSI","1..1182","Unknown Beta-lactam","AF515059","ARO:3004185","mecD","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ResFinder",84.46,"Beta-lactam","ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"catS",93.75,"384/537",71.5083798882682,"1..384","GMGC10.267_559_932.CAT","88..471","Chloramphenicol","X74948","ARO:3002688","catS","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",93.75,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"tetB(60)",86.5,"1741/1740",99.9425287356322,"1..1740","GMGC10.267_585_275.YHEH","25..1764","Doxycycline, Tetracycline, Tigecycline","KX000273","ARO:3004036","tetB(60)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ResFinder",86.5,"Tetracycline","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"tetA(46)",89.51,"1725/1725",100,"1..1725","GMGC10.267_654_389.MDLA","1..1725","Doxycycline, Tetracycline, Tigecycline","HQ652506","ARO:3004032","tetA(46)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ResFinder",89.51,"Tetracycline","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"tetB(46)",90.25,"1159/1737",66.6090961427749,"580..1737","GMGC10.267_659_682.YHEH","1..1158","Doxycycline, Tetracycline, Tigecycline","HQ652506","ARO:3004033","tetB(46)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ResFinder",90.25,"Tetracycline","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"fosD",94.29,"420/420",100,"1..420","GMGC10.267_865_339.FOSB","22..441","Fosfomycin","KC989517","ARO:3004674","FosD","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ResFinder",94.29,"Fosfomycin","ARO:3000342","fosfomycin inactivation enzyme","fos"
"tetA(46)",92.62,"1586/1725",91.9420289855072,"1..1586","GMGC10.267_933_761.UNKNOWN","1..1586","Doxycycline, Tetracycline, Tigecycline","HQ652506","ARO:3004032","tetA(46)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ResFinder",92.62,"Tetracycline","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"dfrB7",91.14,"237/237",100,"1..237","GMGC10.268_021_798.UNKNOWN","100..336","Trimethoprim","DQ993182","ARO:3005350","DfrB9","Strict","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ResFinder",91.14,"Folate pathway antagonist","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"dfrB7",93.25,"237/237",100,"1..237","GMGC10.268_208_745.UNKNOWN","202..438","Trimethoprim","DQ993182","ARO:3005350","DfrB9","Strict","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ResFinder",93.25,"Folate pathway antagonist","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"blaCFE-1",99.56,"1146/1146",100,"1..1146","GMGC10.268_536_020.AMPC","1..1146","Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid","AB107899","ARO:3001856","CFE-1","Perfect","ARO:3009106","second-generation cephalosporin","ARO:3000007","beta-lactam antibiotic","ResFinder",99.56,"Beta-lactam","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"OqxB",89.23,"3120/3153",98.95337773549,"1..3120","GMGC10.268_536_362.MEXF","1..3120","Chloramphenicol, Nalidixic acid, Ciprofloxacin, Trimethoprim","EU370913","ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ResFinder",89.23,"Amphenicol, Quinolone, Folate pathway antagonist","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"OqxA",86.16,"1178/1176",99.8299319727891,"1..1176","GMGC10.268_536_363.MEXE","91..1266","Chloramphenicol, Nalidixic acid, Ciprofloxacin, Trimethoprim","EU370913","ARO:3003922","oqxA","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ResFinder",86.16,"Amphenicol, Quinolone, Folate pathway antagonist","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"qnrB19",100,"645/645",100,"1..645","GMGC10.268_616_661.QNR","55..699","Ciprofloxacin","EU432277","ARO:3002734","QnrB19","Perfect","ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666","ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","ResFinder",100,"Quinolone","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"erm(F)",99.88,"801/801",100,"1..801","GMGC10.268_693_259.ERMX","139..939","Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S","M17808","ARO:3000498","ErmF","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ResFinder",99.88,"Macrolide, Lincosamide, Streptogramin B","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"tetA(P)",99.68,"1263/1263",100,"1..1263","GMGC10.269_067_290.UNKNOWN","1..1263","Doxycycline, Tetracycline","AB001076","ARO:3000180","tetA(P)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ResFinder",99.68,"Tetracycline","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"blaDES-1",86.74,"852/975",86.3589743589744,"129..975","GMGC10.269_145_744.BLA","69..915","Unknown Beta-lactam","AF426161","ARO:3004780","DES-1","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ResFinder",86.74,"Beta-lactam","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"mef(A)",93.52,"1158/1218",95.0738916256158,"1..1158","GMGC10.269_155_636.MDT(A)","1..1158","Erythromycin, Azithromycin","HG423652","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ResFinder",93.52,"Macrolide","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"blaDHA-13",99.04,"1140/1140",100,"1..1140","GMGC10.269_259_969.AMPC","1..1140","Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid","KM087855","ARO:3002144","DHA-13","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ResFinder",99.04,"Beta-lactam","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
